week,ano,provincia,distrito,us,total
Week 38,2025,NIASSA,MAÃšA,CS Ntepia,
Week 39,2025,NIASSA,MAÃšA,CS Ntepia,
Week 40,2025,NIASSA,MAÃšA,CS Ntepia,
Week 41,2025,NIASSA,MAÃšA,CS Ntepia,
Week 42,2025,NIASSA,MAÃšA,CS Ntepia,
Week 43,2025,NIASSA,MAÃšA,CS Ntepia,
Week 44,2025,NIASSA,MAÃšA,CS Ntepia,
Week 45,2025,NIASSA,MAÃšA,CS Ntepia,
Week 46,2025,NIASSA,MAÃšA,CS Ntepia,
Week 47,2025,NIASSA,MAÃšA,CS Ntepia,
Week 48,2025,NIASSA,MAÃšA,CS Ntepia,
Week 49,2025,NIASSA,MAÃšA,CS Ntepia,
Week 50,2025,NIASSA,MAÃšA,CS Ntepia,1
Week 51,2025,NIASSA,MAÃšA,CS Ntepia,
Week 52,2025,NIASSA,MAÃšA,CS Ntepia,
Week 1,2026,NIASSA,MAÃšA,CS Ntepia,
Week 2,2026,NIASSA,MAÃšA,CS Ntepia,
Week 3,2026,NIASSA,MAÃšA,CS Ntepia,
Week 4,2026,NIASSA,MAÃšA,CS Ntepia,
Week 5,2026,NIASSA,MAÃšA,CS Ntepia,
Week 6,2026,NIASSA,MAÃšA,CS Ntepia,
Week 7,2026,NIASSA,MAÃšA,CS Ntepia,
Week 8,2026,NIASSA,MAÃšA,CS Ntepia,
Week 49,2024,CABO DELGADO,METUGE,CS Ntessa,4
Week 50,2024,CABO DELGADO,METUGE,CS Ntessa,12
Week 51,2024,CABO DELGADO,METUGE,CS Ntessa,9
Week 52,2024,CABO DELGADO,METUGE,CS Ntessa,5
Week 1,2025,CABO DELGADO,METUGE,CS Ntessa,15
Week 2,2025,CABO DELGADO,METUGE,CS Ntessa,4
Week 3,2025,CABO DELGADO,METUGE,CS Ntessa,6
Week 4,2025,CABO DELGADO,METUGE,CS Ntessa,
Week 5,2025,CABO DELGADO,METUGE,CS Ntessa,
Week 6,2025,CABO DELGADO,METUGE,CS Ntessa,6
Week 7,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 8,2025,CABO DELGADO,METUGE,CS Ntessa,8
Week 9,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 10,2025,CABO DELGADO,METUGE,CS Ntessa,
Week 11,2025,CABO DELGADO,METUGE,CS Ntessa,9
Week 12,2025,CABO DELGADO,METUGE,CS Ntessa,2
Week 13,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 14,2025,CABO DELGADO,METUGE,CS Ntessa,4
Week 15,2025,CABO DELGADO,METUGE,CS Ntessa,2
Week 16,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 17,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 18,2025,CABO DELGADO,METUGE,CS Ntessa,2
Week 19,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 20,2025,CABO DELGADO,METUGE,CS Ntessa,4
Week 21,2025,CABO DELGADO,METUGE,CS Ntessa,
Week 22,2025,CABO DELGADO,METUGE,CS Ntessa,6
Week 23,2025,CABO DELGADO,METUGE,CS Ntessa,4
Week 24,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 25,2025,CABO DELGADO,METUGE,CS Ntessa,3
Week 26,2025,CABO DELGADO,METUGE,CS Ntessa,3
Week 27,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 28,2025,CABO DELGADO,METUGE,CS Ntessa,4
Week 29,2025,CABO DELGADO,METUGE,CS Ntessa,3
Week 30,2025,CABO DELGADO,METUGE,CS Ntessa,4
Week 31,2025,CABO DELGADO,METUGE,CS Ntessa,8
Week 32,2025,CABO DELGADO,METUGE,CS Ntessa,16
Week 33,2025,CABO DELGADO,METUGE,CS Ntessa,
Week 34,2025,CABO DELGADO,METUGE,CS Ntessa,11
Week 35,2025,CABO DELGADO,METUGE,CS Ntessa,10
Week 36,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 37,2025,CABO DELGADO,METUGE,CS Ntessa,10
Week 38,2025,CABO DELGADO,METUGE,CS Ntessa,7
Week 39,2025,CABO DELGADO,METUGE,CS Ntessa,3
Week 40,2025,CABO DELGADO,METUGE,CS Ntessa,8
Week 41,2025,CABO DELGADO,METUGE,CS Ntessa,2
Week 42,2025,CABO DELGADO,METUGE,CS Ntessa,8
Week 43,2025,CABO DELGADO,METUGE,CS Ntessa,6
Week 44,2025,CABO DELGADO,METUGE,CS Ntessa,11
Week 45,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 46,2025,CABO DELGADO,METUGE,CS Ntessa,2
Week 47,2025,CABO DELGADO,METUGE,CS Ntessa,
Week 48,2025,CABO DELGADO,METUGE,CS Ntessa,1
Week 49,2025,CABO DELGADO,METUGE,CS Ntessa,
Week 50,2025,CABO DELGADO,METUGE,CS Ntessa,7
Week 51,2025,CABO DELGADO,METUGE,CS Ntessa,6
Week 52,2025,CABO DELGADO,METUGE,CS Ntessa,3
Week 1,2026,CABO DELGADO,METUGE,CS Ntessa,11
Week 2,2026,CABO DELGADO,METUGE,CS Ntessa,2
Week 3,2026,CABO DELGADO,METUGE,CS Ntessa,1
Week 4,2026,CABO DELGADO,METUGE,CS Ntessa,
Week 5,2026,CABO DELGADO,METUGE,CS Ntessa,
Week 6,2026,CABO DELGADO,METUGE,CS Ntessa,
Week 7,2026,CABO DELGADO,METUGE,CS Ntessa,
Week 8,2026,CABO DELGADO,METUGE,CS Ntessa,1
Week 49,2024,CABO DELGADO,BALAMA,CS Ntete,
Week 50,2024,CABO DELGADO,BALAMA,CS Ntete,
Week 51,2024,CABO DELGADO,BALAMA,CS Ntete,
Week 52,2024,CABO DELGADO,BALAMA,CS Ntete,
Week 1,2025,CABO DELGADO,BALAMA,CS Ntete,1
Week 2,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 3,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 4,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 5,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 6,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 7,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 8,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 9,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 10,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 11,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 12,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 13,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 14,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 15,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 16,2025,CABO DELGADO,BALAMA,CS Ntete,1
Week 17,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 18,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 19,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 20,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 21,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 22,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 23,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 24,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 25,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 26,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 27,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 28,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 29,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 30,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 31,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 32,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 33,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 34,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 35,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 36,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 37,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 38,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 39,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 40,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 41,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 42,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 43,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 44,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 45,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 46,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 47,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 48,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 49,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 50,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 51,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 52,2025,CABO DELGADO,BALAMA,CS Ntete,
Week 1,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 2,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 3,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 4,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 5,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 6,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 7,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 8,2026,CABO DELGADO,BALAMA,CS Ntete,
Week 49,2024,NIASSA,MECULA,CS Ntimbo,3
Week 50,2024,NIASSA,MECULA,CS Ntimbo,2
Week 51,2024,NIASSA,MECULA,CS Ntimbo,2
Week 52,2024,NIASSA,MECULA,CS Ntimbo,1
Week 1,2025,NIASSA,MECULA,CS Ntimbo,1
Week 2,2025,NIASSA,MECULA,CS Ntimbo,5
Week 3,2025,NIASSA,MECULA,CS Ntimbo,4
Week 4,2025,NIASSA,MECULA,CS Ntimbo,2
Week 5,2025,NIASSA,MECULA,CS Ntimbo,4
Week 6,2025,NIASSA,MECULA,CS Ntimbo,3
Week 7,2025,NIASSA,MECULA,CS Ntimbo,3
Week 8,2025,NIASSA,MECULA,CS Ntimbo,6
Week 9,2025,NIASSA,MECULA,CS Ntimbo,3
Week 10,2025,NIASSA,MECULA,CS Ntimbo,4
Week 11,2025,NIASSA,MECULA,CS Ntimbo,3
Week 12,2025,NIASSA,MECULA,CS Ntimbo,3
Week 13,2025,NIASSA,MECULA,CS Ntimbo,2
Week 14,2025,NIASSA,MECULA,CS Ntimbo,2
Week 15,2025,NIASSA,MECULA,CS Ntimbo,2
Week 16,2025,NIASSA,MECULA,CS Ntimbo,16
Week 17,2025,NIASSA,MECULA,CS Ntimbo,2
Week 18,2025,NIASSA,MECULA,CS Ntimbo,5
Week 19,2025,NIASSA,MECULA,CS Ntimbo,5
Week 20,2025,NIASSA,MECULA,CS Ntimbo,3
Week 21,2025,NIASSA,MECULA,CS Ntimbo,4
Week 22,2025,NIASSA,MECULA,CS Ntimbo,1
Week 23,2025,NIASSA,MECULA,CS Ntimbo,4
Week 24,2025,NIASSA,MECULA,CS Ntimbo,1
Week 25,2025,NIASSA,MECULA,CS Ntimbo,2
Week 26,2025,NIASSA,MECULA,CS Ntimbo,3
Week 27,2025,NIASSA,MECULA,CS Ntimbo,3
Week 28,2025,NIASSA,MECULA,CS Ntimbo,1
Week 29,2025,NIASSA,MECULA,CS Ntimbo,1
Week 30,2025,NIASSA,MECULA,CS Ntimbo,
Week 31,2025,NIASSA,MECULA,CS Ntimbo,
Week 32,2025,NIASSA,MECULA,CS Ntimbo,
Week 33,2025,NIASSA,MECULA,CS Ntimbo,3
Week 34,2025,NIASSA,MECULA,CS Ntimbo,2
Week 35,2025,NIASSA,MECULA,CS Ntimbo,3
Week 36,2025,NIASSA,MECULA,CS Ntimbo,1
Week 37,2025,NIASSA,MECULA,CS Ntimbo,2
Week 38,2025,NIASSA,MECULA,CS Ntimbo,3
Week 39,2025,NIASSA,MECULA,CS Ntimbo,3
Week 40,2025,NIASSA,MECULA,CS Ntimbo,6
Week 41,2025,NIASSA,MECULA,CS Ntimbo,2
Week 42,2025,NIASSA,MECULA,CS Ntimbo,1
Week 43,2025,NIASSA,MECULA,CS Ntimbo,4
Week 44,2025,NIASSA,MECULA,CS Ntimbo,1
Week 45,2025,NIASSA,MECULA,CS Ntimbo,2
Week 46,2025,NIASSA,MECULA,CS Ntimbo,1
Week 47,2025,NIASSA,MECULA,CS Ntimbo,3
Week 48,2025,NIASSA,MECULA,CS Ntimbo,3
Week 49,2025,NIASSA,MECULA,CS Ntimbo,2
Week 50,2025,NIASSA,MECULA,CS Ntimbo,2
Week 51,2025,NIASSA,MECULA,CS Ntimbo,2
Week 52,2025,NIASSA,MECULA,CS Ntimbo,1
Week 1,2026,NIASSA,MECULA,CS Ntimbo,3
Week 2,2026,NIASSA,MECULA,CS Ntimbo,6
Week 3,2026,NIASSA,MECULA,CS Ntimbo,3
Week 4,2026,NIASSA,MECULA,CS Ntimbo,5
Week 5,2026,NIASSA,MECULA,CS Ntimbo,2
Week 6,2026,NIASSA,MECULA,CS Ntimbo,3
Week 7,2026,NIASSA,MECULA,CS Ntimbo,3
Week 8,2026,NIASSA,MECULA,CS Ntimbo,3
Week 49,2024,SOFALA,CAIA,CS Ntopa,1
Week 50,2024,SOFALA,CAIA,CS Ntopa,1
Week 51,2024,SOFALA,CAIA,CS Ntopa,1
Week 52,2024,SOFALA,CAIA,CS Ntopa,1
Week 1,2025,SOFALA,CAIA,CS Ntopa,1
Week 2,2025,SOFALA,CAIA,CS Ntopa,1
Week 3,2025,SOFALA,CAIA,CS Ntopa,1
Week 4,2025,SOFALA,CAIA,CS Ntopa,3
Week 5,2025,SOFALA,CAIA,CS Ntopa,1
Week 6,2025,SOFALA,CAIA,CS Ntopa,2
Week 7,2025,SOFALA,CAIA,CS Ntopa,1
Week 8,2025,SOFALA,CAIA,CS Ntopa,3
Week 9,2025,SOFALA,CAIA,CS Ntopa,3
Week 10,2025,SOFALA,CAIA,CS Ntopa,10
Week 11,2025,SOFALA,CAIA,CS Ntopa,7
Week 12,2025,SOFALA,CAIA,CS Ntopa,1
Week 13,2025,SOFALA,CAIA,CS Ntopa,5
Week 14,2025,SOFALA,CAIA,CS Ntopa,1
Week 15,2025,SOFALA,CAIA,CS Ntopa,2
Week 16,2025,SOFALA,CAIA,CS Ntopa,
Week 17,2025,SOFALA,CAIA,CS Ntopa,2
Week 18,2025,SOFALA,CAIA,CS Ntopa,1
Week 19,2025,SOFALA,CAIA,CS Ntopa,1
Week 20,2025,SOFALA,CAIA,CS Ntopa,1
Week 21,2025,SOFALA,CAIA,CS Ntopa,1
Week 22,2025,SOFALA,CAIA,CS Ntopa,1
Week 23,2025,SOFALA,CAIA,CS Ntopa,1
Week 24,2025,SOFALA,CAIA,CS Ntopa,1
Week 25,2025,SOFALA,CAIA,CS Ntopa,1
Week 26,2025,SOFALA,CAIA,CS Ntopa,2
Week 27,2025,SOFALA,CAIA,CS Ntopa,1
Week 28,2025,SOFALA,CAIA,CS Ntopa,
Week 29,2025,SOFALA,CAIA,CS Ntopa,1
Week 30,2025,SOFALA,CAIA,CS Ntopa,1
Week 31,2025,SOFALA,CAIA,CS Ntopa,1
Week 32,2025,SOFALA,CAIA,CS Ntopa,
Week 33,2025,SOFALA,CAIA,CS Ntopa,1
Week 34,2025,SOFALA,CAIA,CS Ntopa,2
Week 35,2025,SOFALA,CAIA,CS Ntopa,1
Week 36,2025,SOFALA,CAIA,CS Ntopa,1
Week 37,2025,SOFALA,CAIA,CS Ntopa,
Week 38,2025,SOFALA,CAIA,CS Ntopa,
Week 39,2025,SOFALA,CAIA,CS Ntopa,1
Week 40,2025,SOFALA,CAIA,CS Ntopa,1
Week 41,2025,SOFALA,CAIA,CS Ntopa,
Week 42,2025,SOFALA,CAIA,CS Ntopa,2
Week 43,2025,SOFALA,CAIA,CS Ntopa,
Week 44,2025,SOFALA,CAIA,CS Ntopa,1
Week 45,2025,SOFALA,CAIA,CS Ntopa,1
Week 46,2025,SOFALA,CAIA,CS Ntopa,
Week 47,2025,SOFALA,CAIA,CS Ntopa,
Week 48,2025,SOFALA,CAIA,CS Ntopa,1
Week 49,2025,SOFALA,CAIA,CS Ntopa,
Week 50,2025,SOFALA,CAIA,CS Ntopa,
Week 51,2025,SOFALA,CAIA,CS Ntopa,1
Week 52,2025,SOFALA,CAIA,CS Ntopa,1
Week 1,2026,SOFALA,CAIA,CS Ntopa,
Week 2,2026,SOFALA,CAIA,CS Ntopa,2
Week 3,2026,SOFALA,CAIA,CS Ntopa,
Week 4,2026,SOFALA,CAIA,CS Ntopa,2
Week 5,2026,SOFALA,CAIA,CS Ntopa,2
Week 6,2026,SOFALA,CAIA,CS Ntopa,1
Week 7,2026,SOFALA,CAIA,CS Ntopa,2
Week 8,2026,SOFALA,CAIA,CS Ntopa,3
Week 49,2024,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 50,2024,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 51,2024,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 52,2024,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 1,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 2,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 3,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 4,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 5,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 6,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 7,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 8,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 9,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 10,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 11,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 12,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 13,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 14,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 15,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 16,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 17,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 18,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 19,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 20,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 21,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 22,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 23,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 24,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 25,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 26,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 27,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 28,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 29,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 30,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 31,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 32,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 33,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 34,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 35,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 36,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 37,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 38,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 39,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 40,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 41,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 42,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 43,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 44,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 45,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 46,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 47,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 48,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 49,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 50,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 51,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 52,2025,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 1,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 2,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 3,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 4,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 5,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 6,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 7,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 8,2026,NIASSA,DISTRITO DE LICHINGA,CS Ntoto,
Week 49,2024,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 50,2024,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 51,2024,TETE,ANGÃ“NIA,CS Ntsendeza,5
Week 52,2024,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 1,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 2,2025,TETE,ANGÃ“NIA,CS Ntsendeza,5
Week 3,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 4,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 5,2025,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 6,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 7,2025,TETE,ANGÃ“NIA,CS Ntsendeza,5
Week 8,2025,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 9,2025,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 10,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 11,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 12,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 13,2025,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 14,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 15,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 16,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 17,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 18,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 19,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 20,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 21,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 22,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 23,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 24,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 25,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 26,2025,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 27,2025,TETE,ANGÃ“NIA,CS Ntsendeza,5
Week 28,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 29,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 30,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 31,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 32,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 33,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 34,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 35,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 36,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 37,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 38,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 39,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 40,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 41,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 42,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 43,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 44,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 45,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 46,2025,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 47,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 48,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 49,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 50,2025,TETE,ANGÃ“NIA,CS Ntsendeza,5
Week 51,2025,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 52,2025,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 1,2026,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 2,2026,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 3,2026,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 4,2026,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 5,2026,TETE,ANGÃ“NIA,CS Ntsendeza,
Week 6,2026,TETE,ANGÃ“NIA,CS Ntsendeza,3
Week 7,2026,TETE,ANGÃ“NIA,CS Ntsendeza,2
Week 8,2026,TETE,ANGÃ“NIA,CS Ntsendeza,1
Week 49,2024,NIASSA,LAGO,CS Ntumba,8
Week 50,2024,NIASSA,LAGO,CS Ntumba,9
Week 51,2024,NIASSA,LAGO,CS Ntumba,8
Week 52,2024,NIASSA,LAGO,CS Ntumba,6
Week 1,2025,NIASSA,LAGO,CS Ntumba,4
Week 2,2025,NIASSA,LAGO,CS Ntumba,11
Week 3,2025,NIASSA,LAGO,CS Ntumba,7
Week 4,2025,NIASSA,LAGO,CS Ntumba,6
Week 5,2025,NIASSA,LAGO,CS Ntumba,7
Week 6,2025,NIASSA,LAGO,CS Ntumba,6
Week 7,2025,NIASSA,LAGO,CS Ntumba,5
Week 8,2025,NIASSA,LAGO,CS Ntumba,13
Week 9,2025,NIASSA,LAGO,CS Ntumba,3
Week 10,2025,NIASSA,LAGO,CS Ntumba,4
Week 11,2025,NIASSA,LAGO,CS Ntumba,3
Week 12,2025,NIASSA,LAGO,CS Ntumba,4
Week 13,2025,NIASSA,LAGO,CS Ntumba,
Week 14,2025,NIASSA,LAGO,CS Ntumba,
Week 15,2025,NIASSA,LAGO,CS Ntumba,
Week 16,2025,NIASSA,LAGO,CS Ntumba,
Week 17,2025,NIASSA,LAGO,CS Ntumba,4
Week 18,2025,NIASSA,LAGO,CS Ntumba,8
Week 19,2025,NIASSA,LAGO,CS Ntumba,3
Week 20,2025,NIASSA,LAGO,CS Ntumba,4
Week 21,2025,NIASSA,LAGO,CS Ntumba,5
Week 22,2025,NIASSA,LAGO,CS Ntumba,3
Week 23,2025,NIASSA,LAGO,CS Ntumba,5
Week 24,2025,NIASSA,LAGO,CS Ntumba,3
Week 25,2025,NIASSA,LAGO,CS Ntumba,4
Week 26,2025,NIASSA,LAGO,CS Ntumba,3
