week,ano,provincia,distrito,us,total
Week 49,2024,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 50,2024,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 51,2024,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 52,2024,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 1,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 2,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 3,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 4,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 5,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 6,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 7,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 8,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 9,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 10,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 11,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 12,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 13,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 14,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 15,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 16,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 17,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 18,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 19,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 20,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 21,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 22,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 23,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 24,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 25,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 26,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 27,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 28,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 29,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 30,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 31,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 32,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 33,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 34,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 35,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 36,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 37,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 38,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 39,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 40,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 41,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 42,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 43,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 44,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 45,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 46,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 47,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 48,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 49,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 50,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 51,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 52,2025,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 1,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 2,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 3,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 4,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 5,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 6,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 7,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 8,2026,MANICA,CIDADE DE CHIMOIO,CS Estrela Vermelha,
Week 49,2024,NAMPULA,LARDE,CS Mucuali,4
Week 50,2024,NAMPULA,LARDE,CS Mucuali,5
Week 51,2024,NAMPULA,LARDE,CS Mucuali,6
Week 52,2024,NAMPULA,LARDE,CS Mucuali,5
Week 1,2025,NAMPULA,LARDE,CS Mucuali,6
Week 2,2025,NAMPULA,LARDE,CS Mucuali,5
Week 3,2025,NAMPULA,LARDE,CS Mucuali,
Week 4,2025,NAMPULA,LARDE,CS Mucuali,5
Week 5,2025,NAMPULA,LARDE,CS Mucuali,4
Week 6,2025,NAMPULA,LARDE,CS Mucuali,5
Week 7,2025,NAMPULA,LARDE,CS Mucuali,22
Week 8,2025,NAMPULA,LARDE,CS Mucuali,31
Week 9,2025,NAMPULA,LARDE,CS Mucuali,27
Week 10,2025,NAMPULA,LARDE,CS Mucuali,27
Week 11,2025,NAMPULA,LARDE,CS Mucuali,3
Week 12,2025,NAMPULA,LARDE,CS Mucuali,5
Week 13,2025,NAMPULA,LARDE,CS Mucuali,6
Week 14,2025,NAMPULA,LARDE,CS Mucuali,5
Week 15,2025,NAMPULA,LARDE,CS Mucuali,5
Week 16,2025,NAMPULA,LARDE,CS Mucuali,6
Week 17,2025,NAMPULA,LARDE,CS Mucuali,7
Week 18,2025,NAMPULA,LARDE,CS Mucuali,6
Week 19,2025,NAMPULA,LARDE,CS Mucuali,6
Week 20,2025,NAMPULA,LARDE,CS Mucuali,6
Week 21,2025,NAMPULA,LARDE,CS Mucuali,5
Week 22,2025,NAMPULA,LARDE,CS Mucuali,8
Week 23,2025,NAMPULA,LARDE,CS Mucuali,2
Week 24,2025,NAMPULA,LARDE,CS Mucuali,5
Week 25,2025,NAMPULA,LARDE,CS Mucuali,2
Week 26,2025,NAMPULA,LARDE,CS Mucuali,2
Week 27,2025,NAMPULA,LARDE,CS Mucuali,2
Week 28,2025,NAMPULA,LARDE,CS Mucuali,3
Week 29,2025,NAMPULA,LARDE,CS Mucuali,4
Week 30,2025,NAMPULA,LARDE,CS Mucuali,4
Week 31,2025,NAMPULA,LARDE,CS Mucuali,3
Week 32,2025,NAMPULA,LARDE,CS Mucuali,
Week 33,2025,NAMPULA,LARDE,CS Mucuali,5
Week 34,2025,NAMPULA,LARDE,CS Mucuali,2
Week 35,2025,NAMPULA,LARDE,CS Mucuali,4
Week 36,2025,NAMPULA,LARDE,CS Mucuali,3
Week 37,2025,NAMPULA,LARDE,CS Mucuali,6
Week 38,2025,NAMPULA,LARDE,CS Mucuali,5
Week 39,2025,NAMPULA,LARDE,CS Mucuali,2
Week 40,2025,NAMPULA,LARDE,CS Mucuali,3
Week 41,2025,NAMPULA,LARDE,CS Mucuali,
Week 42,2025,NAMPULA,LARDE,CS Mucuali,2
Week 43,2025,NAMPULA,LARDE,CS Mucuali,5
Week 44,2025,NAMPULA,LARDE,CS Mucuali,
Week 45,2025,NAMPULA,LARDE,CS Mucuali,2
Week 46,2025,NAMPULA,LARDE,CS Mucuali,2
Week 47,2025,NAMPULA,LARDE,CS Mucuali,4
Week 48,2025,NAMPULA,LARDE,CS Mucuali,5
Week 49,2025,NAMPULA,LARDE,CS Mucuali,4
Week 50,2025,NAMPULA,LARDE,CS Mucuali,5
Week 51,2025,NAMPULA,LARDE,CS Mucuali,3
Week 52,2025,NAMPULA,LARDE,CS Mucuali,6
Week 1,2026,NAMPULA,LARDE,CS Mucuali,4
Week 2,2026,NAMPULA,LARDE,CS Mucuali,17
Week 3,2026,NAMPULA,LARDE,CS Mucuali,10
Week 4,2026,NAMPULA,LARDE,CS Mucuali,10
Week 5,2026,NAMPULA,LARDE,CS Mucuali,6
Week 6,2026,NAMPULA,LARDE,CS Mucuali,8
Week 7,2026,NAMPULA,LARDE,CS Mucuali,3
Week 8,2026,NAMPULA,LARDE,CS Mucuali,3
Week 49,2024,SOFALA,NHAMATANDA,CS Ndeja,7
Week 50,2024,SOFALA,NHAMATANDA,CS Ndeja,
Week 51,2024,SOFALA,NHAMATANDA,CS Ndeja,
Week 52,2024,SOFALA,NHAMATANDA,CS Ndeja,1
Week 1,2025,SOFALA,NHAMATANDA,CS Ndeja,3
Week 2,2025,SOFALA,NHAMATANDA,CS Ndeja,5
Week 3,2025,SOFALA,NHAMATANDA,CS Ndeja,1
Week 4,2025,SOFALA,NHAMATANDA,CS Ndeja,5
Week 5,2025,SOFALA,NHAMATANDA,CS Ndeja,11
Week 6,2025,SOFALA,NHAMATANDA,CS Ndeja,9
Week 7,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 8,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 9,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 10,2025,SOFALA,NHAMATANDA,CS Ndeja,1
Week 11,2025,SOFALA,NHAMATANDA,CS Ndeja,8
Week 12,2025,SOFALA,NHAMATANDA,CS Ndeja,6
Week 13,2025,SOFALA,NHAMATANDA,CS Ndeja,10
Week 14,2025,SOFALA,NHAMATANDA,CS Ndeja,9
Week 15,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 16,2025,SOFALA,NHAMATANDA,CS Ndeja,5
Week 17,2025,SOFALA,NHAMATANDA,CS Ndeja,6
Week 18,2025,SOFALA,NHAMATANDA,CS Ndeja,8
Week 19,2025,SOFALA,NHAMATANDA,CS Ndeja,12
Week 20,2025,SOFALA,NHAMATANDA,CS Ndeja,8
Week 21,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 22,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 23,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 24,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 25,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 26,2025,SOFALA,NHAMATANDA,CS Ndeja,8
Week 27,2025,SOFALA,NHAMATANDA,CS Ndeja,8
Week 28,2025,SOFALA,NHAMATANDA,CS Ndeja,5
Week 29,2025,SOFALA,NHAMATANDA,CS Ndeja,3
Week 30,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 31,2025,SOFALA,NHAMATANDA,CS Ndeja,5
Week 32,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 33,2025,SOFALA,NHAMATANDA,CS Ndeja,6
Week 34,2025,SOFALA,NHAMATANDA,CS Ndeja,11
Week 35,2025,SOFALA,NHAMATANDA,CS Ndeja,8
Week 36,2025,SOFALA,NHAMATANDA,CS Ndeja,9
Week 37,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 38,2025,SOFALA,NHAMATANDA,CS Ndeja,3
Week 39,2025,SOFALA,NHAMATANDA,CS Ndeja,3
Week 40,2025,SOFALA,NHAMATANDA,CS Ndeja,1
Week 41,2025,SOFALA,NHAMATANDA,CS Ndeja,4
Week 42,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 43,2025,SOFALA,NHAMATANDA,CS Ndeja,6
Week 44,2025,SOFALA,NHAMATANDA,CS Ndeja,2
Week 45,2025,SOFALA,NHAMATANDA,CS Ndeja,14
Week 46,2025,SOFALA,NHAMATANDA,CS Ndeja,5
Week 47,2025,SOFALA,NHAMATANDA,CS Ndeja,1
Week 48,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 49,2025,SOFALA,NHAMATANDA,CS Ndeja,13
Week 50,2025,SOFALA,NHAMATANDA,CS Ndeja,8
Week 51,2025,SOFALA,NHAMATANDA,CS Ndeja,10
Week 52,2025,SOFALA,NHAMATANDA,CS Ndeja,7
Week 1,2026,SOFALA,NHAMATANDA,CS Ndeja,8
Week 2,2026,SOFALA,NHAMATANDA,CS Ndeja,2
Week 3,2026,SOFALA,NHAMATANDA,CS Ndeja,7
Week 4,2026,SOFALA,NHAMATANDA,CS Ndeja,7
Week 5,2026,SOFALA,NHAMATANDA,CS Ndeja,5
Week 6,2026,SOFALA,NHAMATANDA,CS Ndeja,10
Week 7,2026,SOFALA,NHAMATANDA,CS Ndeja,
Week 8,2026,SOFALA,NHAMATANDA,CS Ndeja,4
Week 49,2024,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 50,2024,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 51,2024,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 52,2024,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 1,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 2,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 3,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 4,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 5,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 6,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 7,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 8,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 9,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 10,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 11,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 12,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 13,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 14,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 15,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 16,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 17,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 18,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 19,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 20,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 21,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 22,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 23,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 24,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 25,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 26,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 27,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 28,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 29,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 30,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 31,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 32,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 33,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 34,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 35,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 36,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 37,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 38,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 39,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 40,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 41,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 42,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 43,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 44,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 45,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 46,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 47,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 48,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 49,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 50,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 51,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 52,2025,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 1,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 2,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 3,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 4,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 5,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 6,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 7,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 8,2026,MAPUTO CIDADE,KAMPFUMO,Privado Assembleia da RepÃºblica,
Week 49,2024,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 50,2024,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 51,2024,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 52,2024,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 1,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 2,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 3,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 4,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 5,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 6,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 7,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 8,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 9,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 10,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 11,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 12,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 13,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 14,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 15,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 16,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 17,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 18,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 19,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 20,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 21,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 22,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 23,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 24,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 25,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 26,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 27,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 28,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 29,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 30,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 31,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 32,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 33,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 34,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 35,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 36,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 37,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 38,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 39,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 40,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 41,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 42,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 43,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 44,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 45,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 46,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 47,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 48,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 49,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 50,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 51,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 52,2025,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 1,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 2,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 3,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 4,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 5,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 6,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 7,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 8,2026,NAMPULA,DISTRITO DE NAMPULA,Privado Boa SaÃºde,
Week 49,2024,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 50,2024,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 51,2024,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 52,2024,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 1,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 2,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 3,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 4,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 5,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 6,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 7,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 8,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 9,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 10,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 11,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 12,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 13,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 14,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 15,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 16,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 17,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 18,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 19,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
Week 20,2025,MAPUTO CIDADE,KAMUBUKWANA,Privado ConsultÃ³rio DentÃ¡rio Chidumanhane,
