provincia,local,ano,semana,casos,doenca
MAPUTO CIDADE,HG Mavalane,2025,Wk27,,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk28,,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk29,,colera
MAPUTO CIDADE,HG Mavalane,2025,WK30,,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk31,,colera
MAPUTO CIDADE,HG Mavalane,2025,WK32,13,colera
MAPUTO CIDADE,HG Mavalane,2025,WK33,12,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk34,16,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk35,5,colera
MAPUTO CIDADE,HG Mavalane,2025,WK36,11,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk37,8,colera
MAPUTO CIDADE,HG Mavalane,2025,WK38,9,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk39,,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk40,7,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk41,,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk42,3,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk43,4,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk44,7,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk45,7,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk46,12,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk47,6,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk48,3,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk49,8,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk50,11,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk51,,colera
MAPUTO CIDADE,HG Mavalane,2025,Wk52,,colera
MAPUTO CIDADE,HG Mavalane,2026,WK1,,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk2,,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk3,,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk4,,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk5,,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk6,46,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk7,36,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk8,23,colera
MAPUTO CIDADE,HG Mavalane,2026,Wk9,18,colera
