entity:wastewater30-31_id	aligned_bai	aligned_bam	alignment_method	bbduk_docker	bwa_version	fastq_scan_version	freyja_barcode_version	freyja_demixed	freyja_depths	freyja_fastq_wf_analysis_date	freyja_fastq_wf_version	freyja_metadata_version	freyja_variants	ivar_version_primtrim	kraken_human	kraken_human_dehosted	kraken_report	kraken_report_dehosted	kraken_sc2	kraken_sc2_dehosted	kraken_version	num_reads_clean1	num_reads_clean2	num_reads_clean_pairs	num_reads_raw1	num_reads_raw2	num_reads_raw_pairs	primer_bed_name	primer_trimmed_read_percent	read1	read1_clean	read1_dehosted	read2	read2_clean	read2_dehosted	samtools_version	samtools_version_primtrim	trimmomatic_version
CN-lib4698_S19_L001																														gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/CN-lib4698_S19_L001_R1_001.fastq.gz			gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/CN-lib4698_S19_L001_R2_001.fastq.gz					
PMB0747124-lib4680_S1_L001	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-primer_trim/PMB0747124-lib4680_S1_L001.primertrim.sorted.bam.bai	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-primer_trim/PMB0747124-lib4680_S1_L001.primertrim.sorted.bam	BWA Version: 0.7.17-r1188; iVar version 1.3.1	quay.io/staphb/bbtools:38.76	BWA Version: 0.7.17-r1188	fastq-scan 0.4.4	freyja_usher_barcodes_20220309.csv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-freyja/PMB0747124-lib4680_S1_L001_freyja_demixed.tsv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-freyja/PMB0747124-lib4680_S1_L001_freyja_depths.tsv	7/30/2025	PHVG 2.3.2	freyja_lineage_metadata_20220215.json	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-freyja/PMB0747124-lib4680_S1_L001_freyja_variants.tsv	iVar version 1.3.1	0.06	0.06	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-read_QC_trim/read_QC_trim/30bb6983-81bc-4288-93cd-e5bb5fed165d/call-kraken2_raw/cacheCopy/PMB0747124-lib4680_S1_L001_kraken2_report.txt	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-read_QC_trim/read_QC_trim/30bb6983-81bc-4288-93cd-e5bb5fed165d/call-kraken2_dehosted/PMB0747124-lib4680_S1_L001_kraken2_report.txt	60.17	60.17	Kraken version 2.0.8-beta	65971	65971	65971	325498	325498	325498	V4_nCoV-2021.primer.bed	23.66	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747124-lib4680_S1_L001_R1_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-read_QC_trim/read_QC_trim/30bb6983-81bc-4288-93cd-e5bb5fed165d/call-bbduk/PMB0747124-lib4680_S1_L001_1.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-read_QC_trim/read_QC_trim/30bb6983-81bc-4288-93cd-e5bb5fed165d/call-ncbi_scrub_pe/cacheCopy/PMB0747124-lib4680_S1_L001_R1_dehosted.fastq.gz	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747124-lib4680_S1_L001_R2_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-read_QC_trim/read_QC_trim/30bb6983-81bc-4288-93cd-e5bb5fed165d/call-bbduk/PMB0747124-lib4680_S1_L001_2.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/e94c6fab-7f31-4587-b3e8-cfaf20a418ad/call-read_QC_trim/read_QC_trim/30bb6983-81bc-4288-93cd-e5bb5fed165d/call-ncbi_scrub_pe/cacheCopy/PMB0747124-lib4680_S1_L001_R2_dehosted.fastq.gz	samtools 1.12	samtools 1.12	Trimmomatic 0.39
PMB0747125-lib4681_S2_L001	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-primer_trim/PMB0747125-lib4681_S2_L001.primertrim.sorted.bam.bai	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-primer_trim/PMB0747125-lib4681_S2_L001.primertrim.sorted.bam	BWA Version: 0.7.17-r1188; iVar version 1.3.1	quay.io/staphb/bbtools:38.76	BWA Version: 0.7.17-r1188	fastq-scan 0.4.4	freyja_usher_barcodes_20220309.csv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-freyja/PMB0747125-lib4681_S2_L001_freyja_demixed.tsv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-freyja/PMB0747125-lib4681_S2_L001_freyja_depths.tsv	7/30/2025	PHVG 2.3.2	freyja_lineage_metadata_20220215.json	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-freyja/PMB0747125-lib4681_S2_L001_freyja_variants.tsv	iVar version 1.3.1	0.64	0.6	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-read_QC_trim/read_QC_trim/4e3d944b-3c7a-45c7-bbae-9a4c150fcb4e/call-kraken2_raw/cacheCopy/PMB0747125-lib4681_S2_L001_kraken2_report.txt	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-read_QC_trim/read_QC_trim/4e3d944b-3c7a-45c7-bbae-9a4c150fcb4e/call-kraken2_dehosted/PMB0747125-lib4681_S2_L001_kraken2_report.txt	3.55	3.55	Kraken version 2.0.8-beta	13217	13217	13217	59138	59138	59138	V4_nCoV-2021.primer.bed	21.47	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747125-lib4681_S2_L001_R1_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-read_QC_trim/read_QC_trim/4e3d944b-3c7a-45c7-bbae-9a4c150fcb4e/call-bbduk/PMB0747125-lib4681_S2_L001_1.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-read_QC_trim/read_QC_trim/4e3d944b-3c7a-45c7-bbae-9a4c150fcb4e/call-ncbi_scrub_pe/cacheCopy/PMB0747125-lib4681_S2_L001_R1_dehosted.fastq.gz	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747125-lib4681_S2_L001_R2_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-read_QC_trim/read_QC_trim/4e3d944b-3c7a-45c7-bbae-9a4c150fcb4e/call-bbduk/PMB0747125-lib4681_S2_L001_2.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/196cc394-fc14-4916-a5a3-3e154da4cc75/call-read_QC_trim/read_QC_trim/4e3d944b-3c7a-45c7-bbae-9a4c150fcb4e/call-ncbi_scrub_pe/cacheCopy/PMB0747125-lib4681_S2_L001_R2_dehosted.fastq.gz	samtools 1.12	samtools 1.12	Trimmomatic 0.39
PMB0747126-lib4682_S3_L001	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-primer_trim/PMB0747126-lib4682_S3_L001.primertrim.sorted.bam.bai	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-primer_trim/PMB0747126-lib4682_S3_L001.primertrim.sorted.bam	BWA Version: 0.7.17-r1188; iVar version 1.3.1	quay.io/staphb/bbtools:38.76	BWA Version: 0.7.17-r1188	fastq-scan 0.4.4	freyja_usher_barcodes_20220309.csv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-freyja/PMB0747126-lib4682_S3_L001_freyja_demixed.tsv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-freyja/PMB0747126-lib4682_S3_L001_freyja_depths.tsv	7/30/2025	PHVG 2.3.2	freyja_lineage_metadata_20220215.json	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-freyja/PMB0747126-lib4682_S3_L001_freyja_variants.tsv	iVar version 1.3.1	0.11	0.1	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-read_QC_trim/read_QC_trim/0a05ba95-139a-4f90-9ae2-c29af4c1de4f/call-kraken2_raw/cacheCopy/PMB0747126-lib4682_S3_L001_kraken2_report.txt	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-read_QC_trim/read_QC_trim/0a05ba95-139a-4f90-9ae2-c29af4c1de4f/call-kraken2_dehosted/PMB0747126-lib4682_S3_L001_kraken2_report.txt	4.03	4.03	Kraken version 2.0.8-beta	87062	87062	87062	344842	344842	344842	V4_nCoV-2021.primer.bed	30.7	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747126-lib4682_S3_L001_R1_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-read_QC_trim/read_QC_trim/0a05ba95-139a-4f90-9ae2-c29af4c1de4f/call-bbduk/PMB0747126-lib4682_S3_L001_1.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-read_QC_trim/read_QC_trim/0a05ba95-139a-4f90-9ae2-c29af4c1de4f/call-ncbi_scrub_pe/cacheCopy/PMB0747126-lib4682_S3_L001_R1_dehosted.fastq.gz	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747126-lib4682_S3_L001_R2_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-read_QC_trim/read_QC_trim/0a05ba95-139a-4f90-9ae2-c29af4c1de4f/call-bbduk/PMB0747126-lib4682_S3_L001_2.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/7d0a67d4-e699-4bd6-88e6-9e7fc351b2f6/call-read_QC_trim/read_QC_trim/0a05ba95-139a-4f90-9ae2-c29af4c1de4f/call-ncbi_scrub_pe/cacheCopy/PMB0747126-lib4682_S3_L001_R2_dehosted.fastq.gz	samtools 1.12	samtools 1.12	Trimmomatic 0.39
PMB0747130-lib4686_S7_L001	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-primer_trim/PMB0747130-lib4686_S7_L001.primertrim.sorted.bam.bai	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-primer_trim/PMB0747130-lib4686_S7_L001.primertrim.sorted.bam	BWA Version: 0.7.17-r1188; iVar version 1.3.1	quay.io/staphb/bbtools:38.76	BWA Version: 0.7.17-r1188	fastq-scan 0.4.4	freyja_usher_barcodes_20220309.csv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-freyja/PMB0747130-lib4686_S7_L001_freyja_demixed.tsv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-freyja/PMB0747130-lib4686_S7_L001_freyja_depths.tsv	7/30/2025	PHVG 2.3.2	freyja_lineage_metadata_20220215.json	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-freyja/PMB0747130-lib4686_S7_L001_freyja_variants.tsv	iVar version 1.3.1	0.09	0.09	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-read_QC_trim/read_QC_trim/41bc935f-7af8-468d-9d14-9a3afa2cb156/call-kraken2_raw/cacheCopy/PMB0747130-lib4686_S7_L001_kraken2_report.txt	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-read_QC_trim/read_QC_trim/41bc935f-7af8-468d-9d14-9a3afa2cb156/call-kraken2_dehosted/PMB0747130-lib4686_S7_L001_kraken2_report.txt	20.45	20.45	Kraken version 2.0.8-beta	54312	54312	54312	214862	214862	214862	V4_nCoV-2021.primer.bed	29.04	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747130-lib4686_S7_L001_R1_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-read_QC_trim/read_QC_trim/41bc935f-7af8-468d-9d14-9a3afa2cb156/call-bbduk/PMB0747130-lib4686_S7_L001_1.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-read_QC_trim/read_QC_trim/41bc935f-7af8-468d-9d14-9a3afa2cb156/call-ncbi_scrub_pe/cacheCopy/PMB0747130-lib4686_S7_L001_R1_dehosted.fastq.gz	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747130-lib4686_S7_L001_R2_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-read_QC_trim/read_QC_trim/41bc935f-7af8-468d-9d14-9a3afa2cb156/call-bbduk/PMB0747130-lib4686_S7_L001_2.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/53825028-7f22-4997-a854-4e63383d0ff1/call-read_QC_trim/read_QC_trim/41bc935f-7af8-468d-9d14-9a3afa2cb156/call-ncbi_scrub_pe/cacheCopy/PMB0747130-lib4686_S7_L001_R2_dehosted.fastq.gz	samtools 1.12	samtools 1.12	Trimmomatic 0.39
PMB0747131-lib4687_S8_L001	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-primer_trim/PMB0747131-lib4687_S8_L001.primertrim.sorted.bam.bai	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-primer_trim/PMB0747131-lib4687_S8_L001.primertrim.sorted.bam	BWA Version: 0.7.17-r1188; iVar version 1.3.1	quay.io/staphb/bbtools:38.76	BWA Version: 0.7.17-r1188	fastq-scan 0.4.4	freyja_usher_barcodes_20220309.csv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-freyja/PMB0747131-lib4687_S8_L001_freyja_demixed.tsv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-freyja/PMB0747131-lib4687_S8_L001_freyja_depths.tsv	7/30/2025	PHVG 2.3.2	freyja_lineage_metadata_20220215.json	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-freyja/PMB0747131-lib4687_S8_L001_freyja_variants.tsv	iVar version 1.3.1	0.59	0.56	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-read_QC_trim/read_QC_trim/b804c91f-8a24-4357-b99a-948ea32d6247/call-kraken2_raw/cacheCopy/PMB0747131-lib4687_S8_L001_kraken2_report.txt	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-read_QC_trim/read_QC_trim/b804c91f-8a24-4357-b99a-948ea32d6247/call-kraken2_dehosted/PMB0747131-lib4687_S8_L001_kraken2_report.txt	1.41	1.41	Kraken version 2.0.8-beta	92828	92828	92828	392829	392829	392829	V4_nCoV-2021.primer.bed	31.03	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747131-lib4687_S8_L001_R1_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-read_QC_trim/read_QC_trim/b804c91f-8a24-4357-b99a-948ea32d6247/call-bbduk/PMB0747131-lib4687_S8_L001_1.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-read_QC_trim/read_QC_trim/b804c91f-8a24-4357-b99a-948ea32d6247/call-ncbi_scrub_pe/cacheCopy/PMB0747131-lib4687_S8_L001_R1_dehosted.fastq.gz	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747131-lib4687_S8_L001_R2_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-read_QC_trim/read_QC_trim/b804c91f-8a24-4357-b99a-948ea32d6247/call-bbduk/PMB0747131-lib4687_S8_L001_2.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/869e7e3b-2224-47b6-b677-b27ea7508539/call-read_QC_trim/read_QC_trim/b804c91f-8a24-4357-b99a-948ea32d6247/call-ncbi_scrub_pe/cacheCopy/PMB0747131-lib4687_S8_L001_R2_dehosted.fastq.gz	samtools 1.12	samtools 1.12	Trimmomatic 0.39
PMB0747132-lib4688_S9_L001	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-primer_trim/PMB0747132-lib4688_S9_L001.primertrim.sorted.bam.bai	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-primer_trim/PMB0747132-lib4688_S9_L001.primertrim.sorted.bam	BWA Version: 0.7.17-r1188; iVar version 1.3.1	quay.io/staphb/bbtools:38.76	BWA Version: 0.7.17-r1188	fastq-scan 0.4.4	freyja_usher_barcodes_20220309.csv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-freyja/PMB0747132-lib4688_S9_L001_freyja_demixed.tsv	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-freyja/PMB0747132-lib4688_S9_L001_freyja_depths.tsv	7/30/2025	PHVG 2.3.2	freyja_lineage_metadata_20220215.json	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-freyja/PMB0747132-lib4688_S9_L001_freyja_variants.tsv	iVar version 1.3.1	0.47	0.42	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-read_QC_trim/read_QC_trim/67703a6d-bf9a-4304-923b-3b721fcf2767/call-kraken2_raw/cacheCopy/PMB0747132-lib4688_S9_L001_kraken2_report.txt	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-read_QC_trim/read_QC_trim/67703a6d-bf9a-4304-923b-3b721fcf2767/call-kraken2_dehosted/PMB0747132-lib4688_S9_L001_kraken2_report.txt	0.37	0.37	Kraken version 2.0.8-beta	87535	87535	87535	481339	481339	481339	V4_nCoV-2021.primer.bed	35.6	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747132-lib4688_S9_L001_R1_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-read_QC_trim/read_QC_trim/67703a6d-bf9a-4304-923b-3b721fcf2767/call-bbduk/PMB0747132-lib4688_S9_L001_1.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-read_QC_trim/read_QC_trim/67703a6d-bf9a-4304-923b-3b721fcf2767/call-ncbi_scrub_pe/cacheCopy/PMB0747132-lib4688_S9_L001_R1_dehosted.fastq.gz	gs://fc-d989c87a-a5b0-4d03-97bd-602a5ee1637c/uploads/wastewater30-31/PMB0747132-lib4688_S9_L001_R2_001.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-read_QC_trim/read_QC_trim/67703a6d-bf9a-4304-923b-3b721fcf2767/call-bbduk/PMB0747132-lib4688_S9_L001_2.clean.fastq.gz	gs://fc-a564560f-e700-499e-a079-2c42374908d8/submissions/3176fe82-3e24-4ad1-990d-9c71f23a0dc3/freyja_fastq/9a285896-1ae7-43ea-a59d-0080cb78ef19/call-read_QC_trim/read_QC_trim/67703a6d-bf9a-4304-923b-3b721fcf2767/call-ncbi_scrub_pe/cacheCopy/PMB0747132-lib4688_S9_L001_R2_dehosted.fastq.gz	samtools 1.12	samtools 1.12	Trimmomatic 0.39
